,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logistic_classifier__solver,param_logistic_classifier__penalty,param_logistic_classifier__max_iter,param_logistic_classifier__C,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
0,24.565388107299803,4.823575783101251,1.1733273029327393,0.03488303618052436,newton-cg,l2,100,0.0018329807108324356,"{'logistic_classifier__solver': 'newton-cg', 'logistic_classifier__penalty': 'l2', 'logistic_classifier__max_iter': 100, 'logistic_classifier__C': 0.0018329807108324356}",0.6718888862405127,0.6703906619767707,0.671258951038712,0.6703452737673659,0.670501906837374,0.670877135972147,0.0006049384443443266,8,0.6703109331399258,0.6714329007203407,0.6712388122466422,0.6706363968356795,0.6708270800861139,0.6708892246057403,0.00040496915396746213,0.26984511866153427,0.26844014510278114,0.2689141809975995,0.2695949361358612,0.2692031749148498,0.26919951116252516,0.0004962325041960429,8,0.26889017674941906,0.26948896875822115,0.2694971069510726,0.26905660163489387,0.2692865146988516,0.2692438737584917,0.00023924434414031225,0.7488350787504787,0.7476852370457568,0.7483522403352424,0.7476496370362802,0.7477692918739111,0.7480582970083339,0.0004646489493205131,8,0.747623393147552,0.7484855022201685,0.7483362625587764,0.7478731836137422,0.7480199396060159,0.748067656229251,0.00031119472761068117,0.7906604834575858,0.7869935215090907,0.7891069199149064,0.7899256067155442,0.7876690258045325,0.788871111480332,0.0013667312803877,8,0.7884435600852303,0.7894016679461895,0.7889380053455779,0.7887341989657385,0.7893441661602117,0.7889723197005896,0.00036333879388087217
1,24.278039312362672,5.468261615565915,1.1411938190460205,0.019860345057443066,newton-cg,,100,0.0006951927961775605,"{'logistic_classifier__solver': 'newton-cg', 'logistic_classifier__penalty': None, 'logistic_classifier__max_iter': 100, 'logistic_classifier__C': 0.0006951927961775605}",0.6721306451557983,0.6707550028772716,0.6712930015901607,0.6703520839008444,0.6707811223099973,0.6710623711668144,0.0006119614191742818,1,0.6705441798144582,0.6717929859149654,0.6711988027805728,0.6707079030545925,0.6710943771425264,0.671067649741423,0.00043530827729761686,0.26999037156655376,0.26861313868613135,0.2689456186718566,0.2695990041118111,0.2692816385141519,0.26928595431010094,0.0004822305851251471,2,0.26897410179838654,0.2695831407288406,0.26943446188764897,0.2690910190253589,0.2693358699084904,0.2692837186697451,0.00022275214876453565,0.7490206219606605,0.747965230051191,0.7483783676001636,0.7476548739209002,0.7479840436313011,0.7482006274328433,0.000469925517269856,1,0.7478027745084177,0.7487621041002842,0.7483055941542867,0.7479281459513535,0.7482254770009003,0.7482048191430485,0.00033446578802035946,0.7906850728203438,0.7870153765635323,0.789141555693319,0.7899652762733591,0.7876985118939418,0.7889011586488992,0.001369307863077797,4,0.7884674767192192,0.7894327045650136,0.7889664109361186,0.7887685915591959,0.7893697722702058,0.7890009912099506,0.000363928288587797
2,7.304953718185425,0.150097107449749,1.1781417369842528,0.025574426281986785,newton-cholesky,,5000,3792.690190732246,"{'logistic_classifier__solver': 'newton-cholesky', 'logistic_classifier__penalty': None, 'logistic_classifier__max_iter': 5000, 'logistic_classifier__C': 3792.690190732246}",0.6721306451557983,0.6707515978221267,0.6712930015901607,0.6703486788341051,0.6707743121765186,0.6710596471157418,0.0006137226417312639,4,0.6705399234882806,0.6717921346497299,0.6711928439239241,0.6707062005255707,0.6710765005877981,0.6710615206350607,0.0004357942191791887,0.26999037156655376,0.2686111069089149,0.2689456186718566,0.26959697010849065,0.26927756826409305,0.2692843271039818,0.00048254304395610703,4,0.26897156154613316,0.2695826300125224,0.26943365821274085,0.2690900021351251,0.2693251742565495,0.26928060523261416,0.00022292066805257811,0.7490206219606605,0.7479626144865353,0.7483783676001636,0.7476522554828353,0.7479788106284916,0.7481985340317373,0.00047128024230746226,4,0.7477995034678336,0.748761450720675,0.748301012970609,0.7479268377272948,0.7482117454742033,0.7482001100721232,0.00033483832727732347,0.7906881746423349,0.7870142375014553,0.789141690919926,0.7899642162929297,0.7876985466055224,0.7889013731924337,0.0013702642374471585,1,0.7884720932645206,0.7894321938090187,0.7889647691550575,0.7887677319872679,0.7893684824107245,0.7890010541253177,0.00036233696560107067
3,7.902649641036987,0.22533356685904082,1.1306851863861085,0.011687214885639913,lbfgs,,5000,3792.690190732246,"{'logistic_classifier__solver': 'lbfgs', 'logistic_classifier__penalty': None, 'logistic_classifier__max_iter': 5000, 'logistic_classifier__C': 3792.690190732246}",0.6721170249352189,0.6707550028772716,0.6712930015901607,0.6703520839008444,0.6707811223099973,0.6710596471226985,0.0006072119969791978,3,0.6705194931226282,0.6717929859149654,0.6711988027805728,0.6707079030545925,0.6710943771425264,0.6710627124030571,0.00044131610194066216,0.26999325282206404,0.26861313868613135,0.2689456186718566,0.2695990041118111,0.2692816385141519,0.269286530561203,0.00048307298406364163,1,0.2689814604958977,0.2695831407288406,0.26943446188764897,0.2690910190253589,0.2693358699084904,0.2692851904092473,0.0002207166352760804,0.7490101569397126,0.747965230051191,0.7483783676001636,0.7476548739209002,0.7479840436313011,0.7481985344286538,0.00046627782542511673,3,0.7477837609178493,0.7487621041002842,0.7483055941542867,0.7479281459513535,0.7482254770009003,0.7482010164249348,0.00033909133112707495,0.7906853060944665,0.7870154199939754,0.7891421768802636,0.7899652951927678,0.787698560095331,0.7889013516513608,0.0013693729841675294,3,0.7884676154124777,0.7894326131173273,0.7889665182180119,0.7887684469759917,0.7893697748612554,0.7890009937170128,0.0003638828936942059
4,6.786519527435303,0.21389825984525568,1.148961114883423,0.01593959553740569,newton-cholesky,,100,0.03359818286283781,"{'logistic_classifier__solver': 'newton-cholesky', 'logistic_classifier__penalty': None, 'logistic_classifier__max_iter': 100, 'logistic_classifier__C': 0.03359818286283781}",0.6721306451557983,0.6707515978221267,0.6712930015901607,0.6703486788341051,0.6707743121765186,0.6710596471157418,0.0006137226417312639,4,0.6705399234882806,0.6717921346497299,0.6711928439239241,0.6707062005255707,0.6710765005877981,0.6710615206350607,0.0004357942191791887,0.26999037156655376,0.2686111069089149,0.2689456186718566,0.26959697010849065,0.26927756826409305,0.2692843271039818,0.00048254304395610703,4,0.26897156154613316,0.2695826300125224,0.26943365821274085,0.2690900021351251,0.2693251742565495,0.26928060523261416,0.00022292066805257811,0.7490206219606605,0.7479626144865353,0.7483783676001636,0.7476522554828353,0.7479788106284916,0.7481985340317373,0.00047128024230746226,4,0.7477995034678336,0.748761450720675,0.748301012970609,0.7479268377272948,0.7482117454742033,0.7482001100721232,0.00033483832727732347,0.7906881746423349,0.7870142375014553,0.789141690919926,0.7899642162929297,0.7876985466055224,0.7889013731924337,0.0013702642374471585,1,0.7884720932645206,0.7894321938090187,0.7889647691550575,0.7887677319872679,0.7893684824107245,0.7890010541253177,0.00036233696560107067
5,4.393858337402344,0.14891719400512074,0.0,0.0,liblinear,,2500,0.00026366508987303583,"{'logistic_classifier__solver': 'liblinear', 'logistic_classifier__penalty': None, 'logistic_classifier__max_iter': 2500, 'logistic_classifier__C': 0.00026366508987303583}",,,,,,,,9,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,9,,,,,,,
6,16.74191207885742,0.6037647716961112,1.1646455764770507,0.03655718965956731,liblinear,l2,5000,0.08858667904100823,"{'logistic_classifier__solver': 'liblinear', 'logistic_classifier__penalty': 'l2', 'logistic_classifier__max_iter': 5000, 'logistic_classifier__C': 0.08858667904100823}",0.6721034047146394,0.6706971169398088,0.6712930015901607,0.6703554889675838,0.6707743121765186,0.6710446648777423,0.0006085137224962411,6,0.6705118317355084,0.6717555302446026,0.671187736332511,0.670710456848125,0.671077351852309,0.6710485814026111,0.0004295106326892411,0.26998506568822916,0.26857860265311373,0.2689456186718566,0.26960103814582326,0.26927756826409305,0.26927757868462315,0.0004906992614872126,6,0.2689768883399154,0.2695634383915074,0.26942783703067635,0.2690870201083075,0.26932844697335007,0.26927672616875137,0.0002161502004939967,0.7489997047282635,0.7479207643004953,0.7483783676001636,0.7476574923504751,0.7479788106284916,0.7481870279215779,0.0004672714720248638,6,0.7477778728216106,0.7487333513566116,0.7482970943710819,0.7479301181600129,0.7482123948582482,0.748190166313513,0.0003300268699201415,0.7906850530792333,0.7870159036511832,0.7891414584683497,0.789964063786045,0.7876984238811663,0.7889009805731956,0.0013689812154845469,6,0.7884669185120133,0.7894325329592249,0.7889657903483065,0.7887677684672287,0.7893696074506578,0.7890005235474862,0.0003641347870786507
7,6.924213218688965,0.37369834088716314,1.1488375663757324,0.01813665031651718,newton-cholesky,l2,5000,0.012742749857031334,"{'logistic_classifier__solver': 'newton-cholesky', 'logistic_classifier__penalty': 'l2', 'logistic_classifier__max_iter': 5000, 'logistic_classifier__C': 0.012742749857031334}",0.672059138997756,0.6707550028772716,0.6712385207078428,0.6703963497684554,0.6707198311086897,0.6710337686920032,0.000578943472488734,7,0.6704633096170839,0.6717751093450195,0.6711468756012061,0.6707513175446467,0.6710296810397004,0.6710332586295313,0.0004399083430915117,0.2699584609320518,0.2685910091451653,0.2689130352477946,0.2695923818722364,0.26926709839273977,0.2692643971179976,0.0004829518401798421,7,0.26895621827411165,0.2695558110942085,0.2694171957236687,0.26910037832260597,0.269313744954007,0.2692686696737204,0.00021563386549587802,0.7489657341104768,0.7479652660419102,0.7483365386629441,0.747688983195405,0.7479369050149157,0.7481786854051304,0.0004445620657432572,7,0.747740564793207,0.7487484040842295,0.7482656875374067,0.7479615342528132,0.7481757534438046,0.7481783888222922,0.00033801218749333195,0.7906830342216639,0.787012357571951,0.7891374538195708,0.789958684257865,0.7876957680339738,0.7888974595810048,0.0013689224963767024,7,0.7884672031678708,0.7894296639243031,0.788961409742971,0.7887641738544535,0.789366744937132,0.788997839125346,0.00036333599685442063
8,4.478808641433716,0.10882628649625853,0.0,0.0,liblinear,,1000,78.47599703514607,"{'logistic_classifier__solver': 'liblinear', 'logistic_classifier__penalty': None, 'logistic_classifier__max_iter': 1000, 'logistic_classifier__C': 78.47599703514607}",,,,,,,,9,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,9,,,,,,,
9,28.372629642486572,6.818876270051299,1.1639856338500976,0.013209484098520534,newton-cg,l2,2500,3792.690190732246,"{'logistic_classifier__solver': 'newton-cg', 'logistic_classifier__penalty': 'l2', 'logistic_classifier__max_iter': 2500, 'logistic_classifier__C': 3792.690190732246}",0.6721306451557983,0.6707550028772716,0.6712930015901607,0.6703520839008444,0.6707811223099973,0.6710623711668144,0.0006119614191742818,1,0.6705441798144582,0.6717929859149654,0.6711988027805728,0.6707079030545925,0.6710943771425264,0.671067649741423,0.00043530827729761686,0.26999037156655376,0.26861313868613135,0.2689456186718566,0.2695990041118111,0.2692816385141519,0.26928595431010094,0.0004822305851251471,2,0.26897410179838654,0.2695831407288406,0.26943446188764897,0.2690910190253589,0.2693358699084904,0.2692837186697451,0.00022275214876453565,0.7490206219606605,0.747965230051191,0.7483783676001636,0.7476548739209002,0.7479840436313011,0.7482006274328433,0.000469925517269856,1,0.7478027745084177,0.7487621041002842,0.7483055941542867,0.7479281459513535,0.7482254770009003,0.7482048191430485,0.00033446578802035946,0.7906850728203438,0.7870153798537174,0.7891415551997912,0.7899652728185107,0.7876985118939418,0.788901158517261,0.001369306402548137,5,0.788467476780911,0.7894327055932089,0.788966408036608,0.7887685912713045,0.7893697721262586,0.7890009907616582,0.0003639285771407997
